tid,court_type,court,date,numcitedby,numcites,topical,issues,matched_queries,title,headline
172895601,HC,Orissa High Court,2023-10-11,0,1,True,appeal-127,hc_127,"Sudarsan Parida vs State Of Odisha And Others .... Opp. ... on 11 October, 2023","Hence, he may be given a reasonable time to file the <b>appeal</b>,                             following due procedure of law.                               4.        Mr. Maharana, learned counsel fo"
169014599,HC,Kerala High Court,2026-06-29,0,35,True,appeal-127,hc_127,"Limsy Poly vs State Of Kerala on 29 June, 2026",Division Bench of this  Court upheld the validity of making a <b>pre</b>-<b>deposit</b> of the amount as  contemplated under the provisions of the  Kerala Building ... validity of the condition of <b>
35710545,HC,Allahabad High Court,2012-03-14,0,43,True,appeal-127,hc_127,"Aruna Bhargava vs Puvvnl And Another on 14 March, 2012","contained in the provision pertaining to <b>appeal</b> when the right vested in the incumbent and therefore, the <b>pre</b>-<b>deposit</b> condition, if was not available ... <b>Section</b> <b>127</b>"
76718801,HC,Gujarat High Court,2012-06-29,0,15,True,appeal-127,hc_127,"Jayantibhai vs Dakshin on 29 June, 2012",validity of  <b>Section</b> <b>127</b>(2)  of the <b>Electricity</b> Act which imposes a condition for <b>deposit</b> of amount as precondition for preferring <b>appeal</b> is concerned ... <b>pre</b>
76000271,HC,Punjab-Haryana High Court,2024-11-06,0,7,True,appeal-127,hc_127,"Kalsi Warehousing Corporation vs Punjab State Power Corporation Limited ... on 6 November, 2024","<b>electricity</b>  under  <b>Section</b> 126  of the <b>Electricity</b> Act, 2003.    28.         For the abovestated reasons, I find that the order passed by the  respondents under  <b>Section</b> ."
1521342,HC,Kerala High Court,2011-01-21,0,7,True,appeal-127,hc_127,"Muhammed Ashraf vs Kerala State <b>Electricity</b> Board on 21 January, 2011","chosen to file an <b>appeal</b> in   W.P.(C) No.36392 of 2010                                         3   terms of  <b>section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003.      Relying ... le"
60713402,HC,Jharkhand High Court,2024-11-14,0,7,True,appeal-127,hc_127,"Chandan Mittal vs The State Of Jharkhand on 14 November, 2024","preferring  <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act before the Chief  Engineer-cum-Chief <b>Electrical</b> Inspector, which was registered as  <b>Appeal</b> No. 0"
142256090,HC,Punjab-Haryana High Court,2011-01-27,0,7,True,appeal-127,hc_127,"M/S Jtg Alloys Pvt. Ltd vs Union Of India on 27 January, 2011","serious issue with regard to the  vires of  <b>Sections</b> 126  and  <b>127</b>  of the <b>Electricity</b> Act, 2003  (hereinafter referred ... ground of the requirement of <b>pre</b>-<b>deposit</b> "
163474720,HC,Punjab-Haryana High Court,2023-01-30,0,3,True,appeal-127,hc_127,"Anuj Sood vs State Of Punjab And Others on 30 January, 2023","Aggrieved of the said final order of assessment, statutory <b>appeal</b>  under  <b>Section</b> <b>127</b>  of The <b>Electricity</b> Act, 2003 had been filed by the mother ... PSTCL, Jalandhar. The g"
163019217,HC,Gujarat High Court,2017-03-23,0,6,True,appeal-127,hc_127,"Vikrambhai Bavalbhai Chauhan vs Managing Director & on 23 March, 2017",<b>appeal</b>    as   provided      under     <b>Section</b>        <b>127</b>       of     the      Act.         The          prayer prayed for is as such either to dispense with the          require
65999924,HC,Kerala High Court,2014-11-11,0,3,True,appeal-127,hc_127,"Manko Natural Flavours And Extracts ... vs Rep. Kerala State <b>Electricity</b> Board on 11 November, 2014","filed             <b>appeals</b> against the orders of assessment under              <b>Section</b> 126  of the Act, shall file <b>appeals</b> as             provided under  <b>Section</b> <b>127</b> "
191720250,HC,Kerala High Court,2011-02-11,0,4,True,appeal-127,hc_127,"P.U.John vs Kerala State <b>Electricity</b> Board on 11 February, 2011","Supply of <b>Electrical</b> Energy, 1990 (hereinafter  referred to as the &#x27;Old Regulations&#x27;). The third respondent  considered the <b>appeal</b> and has rejected the same ... <b>deposit</b> "
103663531,HC,Kerala High Court,2014-10-14,0,3,True,appeal-127,hc_127,"P.K.Mohammed vs Rep.By on 14 October, 2014","25239 of 2009                                      4                <b>Section</b> 126  of the Act, shall file <b>appeals</b> as             provided under  <b>Section</b> <b>127</b>  of the <b>Electr"
68907660,HC,Kerala High Court,2014-11-11,0,3,True,appeal-127,hc_127,"Sri.A.V.Aboobacker vs Rep on 11 November, 2014","filed             <b>appeals</b> against the orders of assessment under              <b>Section</b> 126  of the Act, shall file <b>appeals</b> as             provided under  <b>Section</b> <b>127</b> "
170086310,HC,Orissa High Court,2026-01-08,0,3,True,appeal-127,hc_127,"M/S. S.K. Plastics vs Tata Power Central Odisha .... Opposite ... on 8 January, 2026","liberty to file statutory <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003 and to facilitate filing of such <b>appeal</b> a reasonable period be granted ... petition"
32961271,HC,Uttarakhand High Court,2024-03-07,0,4,True,appeal-127,hc_127,"WPMS/3314/2023 on 7 March, 2024","<b>Appeal</b>                                  filed under  <b>Section</b> <b>127</b>  of the Act. In                                  the said <b>Appeal</b>, petitioner moved an                      "
62345989,HC,Delhi High Court - Orders,2022-04-20,0,4,True,appeal-127,hc_127,"Rajinder Kumar Bharti vs Tata Power Delhi Distribution Limited on 20 April, 2022","order dated 25.03.2022 passed by the learned ADM (West), Appellate                             Authority in <b>Appeal</b> No.1/2022 titled as  Rajinder Kumar Bharti v. Tata Power Delhi ... petitioner "
127815664,HC,Punjab-Haryana High Court,2012-10-05,0,4,True,appeal-127,hc_127,"Reliance Retail Limited vs Punjab State <b>Electricity</b> Board And ... on 5 October, 2012","<b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003 (hereinafter referred to as &#x27;the Act&#x27;), has been set-aside for non-compliance of  <b>Section</b> <b>127</b> ... namely, the con"
40386042,HC,Kerala High Court,1800-01-01,0,3,True,appeal-127,hc_127,Unknown vs By Advs.Sri.K.M.Sathyanatha Menon,"<b>electricity</b> from the Kerala  State <b>Electricity</b> Board Limited (&#x27;the Board&#x27;), has suffered an  order under  <b>section</b> 126  of the <b>Electricity</b> ... that though the peti"
114054201,HC,Kerala High Court,2024-05-20,0,2,True,appeal-127,hc_127,"Mascom Steel (India) Pvt. Ltd vs The Assistant Engineer on 20 May, 2024",<b>Electricity</b> Act   provides for <b>appeal</b> against assessment of penalty.           The  petitioner has alternate remedy to file <b>appeal</b> under  <b>Section</b>  <b>127</b>  of the <b>Ele
124383771,HC,Karnataka High Court,2019-07-03,0,2,True,appeal-127,hc_127,"Smt. Moksha. V vs Bengaluru <b>Electricity</b> Supply Co. Ltd., on 3 July, 2019","date of the order.       Thereafter, the petitioner  preferred    an   <b>appeal</b>   under    <b>Section</b>   <b>127</b>    of   the  <b>Electricity</b> Act, 2003 (&#x27;the Act&#x27; for short) be"
53311490,HC,Delhi High Court - Orders,2024-04-15,0,2,True,appeal-127,hc_127,"Chander Prakash Kapur vs Tata Power Delhi Distribution Limited on 15 April, 2024",petition with                                     liberty to pursue <b>appeal</b> filed by the petitioner before the Appellate Tribunal                                     under  <b>Section</b> <b>127
151193971,HC,Punjab-Haryana High Court,2024-11-07,0,1,True,appeal-127,hc_127,"Dwarka Gupta vs State Of Punjab And Others on 7 November, 2024","<b>electricity</b>, notwithstanding that  the petitioner has preferred an <b>appeal</b> before the Appellate Authority under   <b>Section</b> <b>127</b>  of The <b>Electricity</b> Act, 2003. However, "
48420758,HC,Orissa High Court,2024-03-18,0,1,True,appeal-127,hc_127,"Yagnyaseni Sundaray And Others vs The S.D.O. (<b>Electrical</b>) No.Iii-Cum- ... on 18 March, 2024","making the <b>pre</b>-<b>deposit</b>                                           and complying with the other requirements.                                             5.      Mr. Mohapatra, learned cou"
181934747,HC,Calcutta High Court (Appellete Side),2018-01-31,0,2,True,appeal-127,hc_127,"Swapan Kumar Basak vs West Bengal State <b>Electricity</b> ... on 31 January, 2018","<b>Electricity</b> Act, 2003 (hereafter the Act).       An <b>appeal</b> was filed by the   petitioner on 30th July, 2016 before the WBSEDCL. <b>Pre</b>-<b>deposit</b> ... wrong advice, has not approa"
175803632,HC,Kerala High Court,2019-05-28,0,2,True,appeal-127,hc_127,"Laju Kumar vs State Of Kerala on 28 May, 2019","ENGINEER,                  <b>ELECTRICAL</b> INTEERSECTION <b>SECTION</b>, VANDIPERIYAR, IDUKKI                  DISTRICT, KERALA, PIN 685 533.         5         THE ASSISTANT ENGINEER,               "
194155409,HC,Kerala High Court,2014-10-17,0,1,True,appeal-127,hc_127,"Senny Johnson A.J vs Assistant Engineer on 17 October, 2014","order permitting the              Petitioner to file <b>Appeal</b> under  <b>Section</b> <b>127</b>  of              the <b>Electricity</b> Act, 2003 without <b>depositing</b>              half of the"
68250606,HC,Kerala High Court,2014-02-11,0,1,True,appeal-127,hc_127,"Sukumaran C.E vs Kerala Stateelectricity Board on 11 February, 2014",<b>appeal</b>.             The <b>appeal</b> is  accompanied by Ext.P13 petition to waive the <b>pre</b>-<b>deposit</b>. There  is no provision to waive the <b>pre</b>-<b>deposit</b> ... petitioner is
28131329,HC,Patna High Court - Orders,2014-07-07,0,1,True,appeal-127,hc_127,"Dr. Satyendra Kumar vs The Bihar State <b>Electricity</b> Board & Ors. on 7 July, 2014",<b>appeal</b> and in which connection he tried to                   <b>deposit</b> 50% of the bill which is a condition precedent for filing an                   <b>appeal</b> under <b>Section</b> <b>
22163141,HC,Punjab-Haryana High Court,2012-11-08,0,2,True,appeal-127,hc_127,"Taranjit Singh vs The Commissioner on 8 November, 2012","<b>pre</b>- condition of <b>depositing</b> 50% of the liability assessed, for entertaining the appellant&#x27;s statutory <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> ... "
182987245,HC,Kerala High Court,2014-10-17,0,1,True,appeal-127,hc_127,"Senny Johnson A.J vs Assistant Engineer on 17 October, 2014","order permitting the              Petitioner to file <b>Appeal</b> under  <b>Section</b> <b>127</b>  of              the <b>Electricity</b> Act, 2003 without <b>depositing</b>              half of the"
129121432,HC,Allahabad High Court,2024-05-30,0,2,True,appeal-127,hc_127,"Arun Kumar Tiwari vs State Of U.P. Thru. Prin. Secy. Energy ... on 30 May, 2024","under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, the petitioner can file <b>Appeal</b> against the final assessment order. The petitioner has not preferred any <b>Appeal</b> ... petiti"
172959081,HC,Allahabad High Court,2024-04-30,0,1,True,appeal-127,hc_127,"Israr Ahmad vs Purvanchal Vidyut Vitran Nigam Ltd And ... on 30 April, 2024",counsel for the respondent-<b>Electricity</b> Department submits that the petitioner has remedy of filing <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> ... petitioner will 
152539030,HC,Allahabad High Court,2024-05-02,0,2,True,appeal-127,hc_127,"M/S Aradhya Foods vs State Of Up And 2 Others on 2 May, 2024",decision taken by the respondent-<b>Electricity</b> Department on 29.02.2024 making final assessment in a case of theft of <b>electricity</b>. The decision has been taken ... appearing for respondent-
194618823,HC,Allahabad High Court,2025-09-04,0,2,True,appeal-127,hc_127,"Jagmohan Singh vs State Of U.P. And 4 Others on 4 September, 2025","efficacious remedy is available by way of an <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003, the present writ petiton is not maintainable before ... file the <b>ap"
148080204,HC,Allahabad High Court,2022-11-03,0,1,True,appeal-127,hc_127,"Bali Gupta @ Baliram Gupta vs State Of U.P. And 4 Others on 3 November, 2022","remedy before the petitioner is to file <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003.     At this stage, learned counsel for the petitioner submits ... file <b>a"
128308495,HC,Allahabad High Court,2022-11-15,0,1,True,appeal-127,hc_127,"Mubarak Ahmad vs State Of U.P. And 3 Othrs on 15 November, 2022","authority by invoking provision of  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act&#x27; 2003.      In case, the petitioner files an <b>appeal</b> alongwith the copy of this ... decide the <"
198178280,HC,Allahabad High Court,2022-12-13,0,1,True,appeal-127,hc_127,"Brajendra Gautam And 3 Others vs State Of U.P. And 2 Others on 13 December, 2022","matter of theft of <b>electricity</b>, the remedy before the petitioners is to file an <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003.     We provide ... objection"
116481482,HC,Allahabad High Court,2022-10-31,0,1,True,appeal-127,hc_127,"Rumal Singh vs State Of U.P. And 2 Others on 31 October, 2022","file an <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003. While challenging the demand raised in the <b>appeal</b>, it is open for the petitioner ... course of asses"
104845668,HC,Allahabad High Court,2022-12-12,0,1,True,appeal-127,hc_127,"Thakur Prasad Yadav vs State Of U P And 4 Others on 12 December, 2022","petitioner is to file an <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003.     In case such an <b>appeal</b> is filed within a period ... objection as to the limitat"
74878059,HC,Allahabad High Court,2022-12-12,0,1,True,appeal-127,hc_127,"Smt.Jaitun vs State Of U.P. And 3 Others on 12 December, 2022","file an <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003.     We provide that in case such an <b>appeal</b> is filed within a period ... objection as to the limitati"
64482003,HC,Allahabad High Court,2022-12-09,0,1,True,appeal-127,hc_127,"Mukesh Pal vs State Of U.P. And 3 Others on 9 December, 2022","file an <b>appeal</b> under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003.     It is provided that in case the petitioner files an <b>appeal</b> along with ... authority shall decide"
72129190,HC,Patna High Court - Orders,2010-03-10,0,2,True,appeal-127,hc_127,"The Bihar State <b>Electricity</b> Bo vs Nand Kumar on 10 March, 2010","Bihar State <b>Electricity</b> Bo vs Nand Kumar on 10 March, 2010    Author:  Dipak Misra     Bench:  Dipak Misra                       IN THE HIGH COURT OF JUDICATURE AT PATNA ... language employed u"
83091364,HC,Calcutta High Court,2008-07-11,0,1,True,appeal-127,hc_127,"Ranjit Singh vs Cesc Ltd. & Ors on 11 July, 2008","shall   be   at   liberty   to    approach    the   appellate  authority under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act in accordance with  law.     However, the period during which ."
1035050,HC,Kerala High Court,2009-06-19,0,0,True,appeal-127,hc_127,"Akhilesh.K vs The Kerala State <b>Electricity</b> Board on 19 June, 2009",petitioner to file an <b>appeal</b> and that <b>appeal</b> is now pending before  the appellate authority under <b>Section</b> <b>127</b> of the <b>Electricity</b> act  2003. In that ... respondent in
181197691,HC,Allahabad High Court,2023-01-05,0,0,True,appeal-127,hc_127,"Avneesh Kumar vs State Of U.P. And 2 Others on 5 January, 2023","counsel appearing on behalf of <b>electricity</b> department, submits that the petitioner has alternative remedy of filing <b>appeal</b> under <b>Section</b> <b>127</b> of the Act.     Counsel ... pet"
171157618,HC,Gujarat High Court,2020-03-12,0,28,False,appeal-127,hc_127,"Messrs N J Devani Builders Pvt. Ltd vs Union Of India on 12 March, 2020","Messrs N J Devani Builders Pvt. Ltd vs Union Of India on 12 March, 2020"
129240443,HC,Bombay High Court,2024-02-22,0,15,False,appeal-127|provisional-final,hc_127|hc_provisional,"City Centre Mall Private Limited And Anr vs State Of Maharashtra The Principale ... on 22 February, 2024",City Centre Mall Private Limited And Anr vs State Of Maharashtra The Principale ... on 22
109063740,HC,Patna High Court - Orders,2010-03-18,0,29,True,appeal-127,hc_127,"Nand Kumar vs The Bihar State <b>Electricity</b> Bo on 18 March, 2010","further submission that relegation to <b>appeal</b> is unjust inasmuch as  there is a condition of <b>pre</b>-<b>deposit</b>, and hence, the remedy becomes  illusory. The learned ... condition is  one"
58028579,HC,Calcutta High Court,2009-02-27,0,14,True,appeal-127,hc_127,"Krishna Tiwari vs Cesc Limited & Ors on 27 February, 2009","uninterrupted supply.          In respect of unauthorized use of <b>electricity</b> detected on 6.1.2004, the  proceedings under  <b>Section</b> 126  of the Act shall be concluded within ... that a co"
106402610,HC,Gauhati High Court,2023-02-10,0,11,False,appeal-127,hc_127,"Page No.# 1/ vs The Appellate Authority And 5 Ors on 10 February, 2023","Page No.# 1/ vs The Appellate Authority And 5 Ors on 10 February, 2023    Author"
77007607,HC,Gauhati High Court,2026-03-30,0,5,True,appeal-127,hc_127,"Mcleod Russell India Limited And Anr vs The Assam Power Distribution And 4 Ors on 30 March, 2026",<b>pre</b>-<b>deposit</b> amount of 50% of  the total demand and instituted an <b>appeal</b> before the Appellate Authority of APDCL. In its  <b>appeal</b> the appellant contended ... initiated  to re
31366640,HC,Kerala High Court,2013-10-03,0,3,True,appeal-127,hc_127,"Sunitha Badusha vs Kerala State <b>Electricity</b> Board Ltd on 3 October, 2013","filed            <b>appeals</b> against the orders of assessment under             <b>Section</b> 126  of the Act, shall file <b>appeals</b> as            provided under  <b>Section</b> <b>127</b>  of"
188132732,HC,Kerala High Court,2014-03-12,0,3,True,appeal-127,hc_127,"Jerin Joseph vs The Kerala State <b>Electricity</b> Board on 12 March, 2014","filed   <b>appeals</b>   against   the   orders   of            assessment under  <b>Section</b> 126  of the Act,            shall file <b>appeals</b> as provided under  <b>Section</b>            <b>1"
93271148,HC,Orissa High Court,2023-12-01,0,4,False,appeal-127,hc_127,"Young India vs State Of Odisha And Others .... Opp. ... on 1 December, 2023","Young India vs State Of Odisha And Others .... Opp. ... on 1 December, 2023    Author:  K"
46599681,HC,Orissa High Court,2022-09-22,0,3,False,appeal-127,hc_127,"Kalandi Jena vs Opp. Party on 22 September, 2022","Kalandi Jena vs Opp. Party on 22 September, 2022    Author:  K.R. Mohapatra     Bench:  K"
732250,HC,Allahabad High Court,2007-08-03,0,4,False,appeal-127,hc_127,"Mohit Paper Mills Ltd. Through Its ... vs Paschimanchan Vidut Vitran Nigam Ltd. ... on 3 August, 2007",Mohit Paper Mills Ltd. Through Its ... vs Paschimanchan Vidut Vitran Nigam Ltd. ... on 3 August
1146178,HC,Kerala High Court,2009-06-12,0,4,True,appeal-127,hc_127,"P.N.Sagar vs The Kerala State <b>Electricity</b> Board on 12 June, 2009","P.N.Sagar vs The Kerala State <b>Electricity</b> Board on 12 June, 2009    Author:  Antony"
124078659,HC,Kerala High Court,2025-12-02,0,2,True,appeal-127,hc_127,"M/S Elanad Milk Pvt. Ltd vs Kerala State <b>Electricity</b> Board Limited on 2 December, 2025",petitioner if aggrieved by an order under  <b>Section</b>  126  is to prefer an <b>appeal</b> under  <b>Section</b> <b>127</b>  before the Appellate  Authority.         4. The learned counsel ... Admi
79525683,HC,Allahabad High Court,2021-06-25,0,2,True,appeal-127,hc_127,"M/S Bismillah Rice Mill Through Its ... vs Madhyanchal Vidyut Nigam Limited on 25 June, 2021",M/S Bismillah Rice Mill Through Its ... vs Madhyanchal Vidyut Nigam Limited on 25 June
128432137,HC,Kerala High Court,2019-05-27,0,1,True,appeal-127,hc_127,"Radhakrishnan V M vs Kerala State <b>Electricity</b> Board on 27 May, 2019","Radhakrishnan V M vs Kerala State <b>Electricity</b> Board on 27 May, 2019    Author:  Devan Ramachandran"
134074926,HC,Uttarakhand High Court,2024-07-08,0,1,True,appeal-127,hc_127,"WPMS/1811/2024 on 8 July, 2024","<b>deposit</b> 50% of the assessed amount in &#x27;cash&#x27; or through &#x27;bank draft&#x27;, therefore, petitioner be permitted to <b>deposit</b> the said ... amount through bank guarantee.    (6)"
80543094,HC,Kerala High Court,2025-04-11,0,2,True,appeal-127,hc_127,"Ittyavira Joseph vs The Kerala State <b>Electricity</b> Board ... on 11 April, 2025","Ittyavira Joseph vs The Kerala State <b>Electricity</b> Board ... on 11 April, 2025                                                              2025:KER:32341"
28658753,HC,Orissa High Court,2023-01-12,0,1,True,appeal-127,hc_127,"Bhupendra Patel vs Tpwodl on 12 January, 2023","rejecting the <b>appeal</b> of the Petitioner filed under  <b>Section</b> <b>127</b>  of             the <b>Electricity</b> Act, 2003 holding it to be barred by limitation ... immediately             "
162067327,HC,Kerala High Court,2019-04-05,0,2,True,appeal-127,hc_127,"Aneef K vs The Kerala State <b>Electricity</b> Board on 5 April, 2019","Aneef K vs The Kerala State <b>Electricity</b> Board on 5 April, 2019    Author:  Devan Ramachandran"
85856671,HC,Kerala High Court,2016-04-23,0,2,True,appeal-127,hc_127,"M.K.Abdul Sakeer vs Kerala State <b>Electricity</b> Board Ltd on 23 April, 2016","inter alia contending  that though an <b>appeal</b> was filed under  <b>Section</b> <b>127</b>  of the  <b>Electricity</b> Act, since the <b>appeal</b> could not be filed within ... entertaining the <"
186029879,HC,Kerala High Court,2016-04-22,0,1,True,appeal-127,hc_127,"Jenin Mon V vs Kerala State <b>Electricity</b> Board Ltd on 22 April, 2016","Jenin Mon V vs Kerala State <b>Electricity</b> Board Ltd on 22 April, 2016    Author:  A"
36411546,HC,Kerala High Court,2015-09-22,0,2,True,appeal-127,hc_127,"Abdul Rasheed @ Dr.A.R.Babu vs The Kerala State <b>Electricity</b> Board ... on 22 September, 2015",Abdul Rasheed @ Dr.A.R.Babu vs The Kerala State <b>Electricity</b> Board ... on 22 September
185300358,HC,Kerala High Court,2016-04-21,0,2,True,appeal-127,hc_127,"T.P.Sajad vs Kerala State <b>Electricity</b> Board Ltd on 21 April, 2016","order by the Assistant Engineer under  <b>Section</b> 126  of the  <b>Electricity</b> Act, 2003, the petitioner could file the <b>appeal</b> only  after the period ... specific provision to condone th"
162351999,HC,Calcutta High Court,2009-05-04,0,1,True,appeal-127,hc_127,"M/S. Imp Irrigation Engineers & Anr vs C.E.S.C. Ltd. & Ors on 4 May, 2009","usual remedy under  <b>Section</b> <b>127</b>  of the <b>Electricity</b> Act, 2003. The  petitioners,       however,            say   that    the    petitioners      will       prefer   an  <b>appeal<"
80191116,HC,Kerala High Court,2009-01-13,0,2,True,appeal-127,hc_127,"Mataamritanandamayi Math vs The Kerala State <b>Electricity</b> Board on 13 January, 2009","Mataamritanandamayi Math vs The Kerala State <b>Electricity</b> Board on 13 January, 2009                IN THE HIGH"
1382626,HC,Kerala High Court,2008-07-04,0,1,True,appeal-127,hc_127,"Esta Jackson vs Deputy Chief Engineer on 4 July, 2008","Petitioner                          Vs    1. DEPUTY CHIEF ENGINEER, <b>ELECTRICAL</b> CIRCLE                        ...       Respondent  2. THE ASSISTANT ENGINEER, <b>ELECTRICAL</b>  3. SUB ENGINEER,"
170447718,HC,Punjab-Haryana High Court,2022-07-26,0,8,True,compounding-152,hc_152,"Ashwani Kumar vs State Of Punjab on 26 July, 2022",parties.  The relevant statutory provision viz.  <b>Section</b> <b>152</b>  of the <b>Electricity</b> Act reads  as under:-                              &quot; <b>Section</b> <b>152</b> . (<b>Compound
20049566,HC,Madras High Court,2022-12-23,0,10,True,compounding-152,hc_152,"K.Dominic vs The Assistant Executive Engineer on 23 December, 2022",<b>compounding</b> the charges.                  Since the petitioner has accepted the theft of energy and paid the <b>compounding</b> amount                  under  <b>Section</b> <b>152</b>  of <b>E
54950548,HC,Patna High Court - Orders,2010-04-28,0,7,True,compounding-152,hc_152,"Mosmat Swaran @ Swaran Manraw vs The State Of Bihar & Anr on 28 April, 2010","amount as assessed under  <b>Section</b> 126  part XII  of the <b>Electricity</b> Act, 2003 and the provisions of <b>compounding</b>  under  <b>Section</b> <b>152</b>  part ... consumer for acquittal "
59914701,HC,Gujarat High Court,2024-07-23,0,6,True,compounding-152,hc_152,"Gumanbhai Virjibhai Vasava vs State Of Gujarat on 23 July, 2024",<b>Section</b>           135      of   the     <b>Electricity</b>            Act.        Learned         advocate submitted that the offence under  <b>Section</b>         135  of the <b>Electricity</b
44694605,HC,Gujarat High Court,2024-07-23,0,6,True,compounding-152,hc_152,"Lamjibhai Devaliya Vasava vs State Of Gujarat Through on 23 July, 2024",<b>Section</b>           135      of   the     <b>Electricity</b>             Act.        Learned         advocate submitted that the offence under  <b>Section</b>         135  of the <b>Electricity</
176375924,HC,Gujarat High Court,2024-07-23,0,6,True,compounding-152,hc_152,"Nagaryabhai Bediabhai Vasava vs State Of Gujarat on 23 July, 2024",<b>Section</b>          135      of    the     <b>Electricity</b>             Act.        Learned    advocate submitted that the offence under  <b>Section</b>    135  of the <b>Electricity</b> Act is 
146460853,HC,Gujarat High Court,2017-09-22,0,6,True,compounding-152,hc_152,"Rameshbhai Bhupatbhai Matholia vs State Of ... on 22 September, 2017","<b>compoundable</b> under  <b>Section</b> <b>152</b>  of the <b>Electricity</b> Act. For ready           reference,  <b>Section</b> <b>152</b>  of the <b>Electricity</b> Act is reproduced hereinbelow:"
24157022,HC,Allahabad High Court,2024-02-15,0,3,True,compounding-152,hc_152,"Rajpal vs State Of U.P. And Another on 15 February, 2024","Fatehpur Sikari, District Agra, under  <b>Section</b> 135  <b>Electricity</b> Act and may <b>compound</b> the offence as in accordance to  <b>Section</b> <b>152</b>  of <b>Electricity</b> ... present "
80916746,HC,Allahabad High Court,2023-02-07,0,2,True,compounding-152,hc_152,"Dashrath vs State Of U.P. And Another on 7 February, 2023","counsel that the penal provision of  <b>Section</b> 138(B)  of <b>Electricity</b> Act is <b>compoundable</b> under  <b>Section</b> <b>152</b>  of <b>Electricity</b> Act, in nature.     Without making "
125032329,HC,Punjab-Haryana High Court,2025-11-11,0,11,True,compounding-152,hc_152,"Gagandeep Singh vs State Of Haryana And Another on 11 November, 2025","second offence and, therefore, the matter is not <b>compoundable</b>  under  <b>Section</b> <b>152</b>  of the <b>Electricity</b> Act, 2003.    8.           At the very threshold, it becomes imperativ"
78337045,HC,Punjab-Haryana High Court,2023-02-27,0,9,True,compounding-152,hc_152,"Surajbhan vs State Of Haryana on 27 February, 2023",cases)  <b>compounding</b> offences.    11.          The relevant portion of  <b>Section</b> <b>152</b>  reads as under:                 &quot;<b>152</b>. <b>Compounding</b> of offences. - (1) Notwith
170123015,HC,Delhi High Court,2014-05-09,0,10,True,compounding-152,hc_152,"Om Prakash vs Bses Rajdhani Power Limited on 9 May, 2014","<b>Section</b> <b>152</b>  of the <b>Electricity</b> Act, there  is no provision either in the  Code of Criminal Procedure  or in the  <b>Electricity</b>  Act  for <b>compounding</b> ... learned couns"
885707,HC,Kerala High Court,2010-07-01,0,9,True,compounding-152,hc_152,"R.Vijayan vs State Of Kerala on 1 July, 2010","<b>Sec</b>. 379 read with  <b>Sec</b>. 34  of I.P.C. Since theft of <b>electricity</b>  was <b>compoundable</b>, the petitioner has <b>compounded</b> the offence  under  <b>Section</b> <b>152</b> ... "
152230541,HC,Madhya Pradesh High Court,2025-03-04,0,4,True,compounding-152,hc_152,"Yagya Sharan Patel vs The State Of Madhya Pradesh on 4 March, 2025",<b>compoundable</b> offence                            by imposing an additional penalty amount of Rs.3000/- for <b>compounding</b> the                            offence in terms of  <b>Section</b> <
171230324,HC,Chattisgarh High Court,2021-09-15,0,4,True,compounding-152,hc_152,"Mahendra Kumar Mittal vs State Of Chhattisgarh on 15 September, 2021",submits that     the offence alleged against applicant is <b>compoundable</b> under      <b>Section</b> <b>152</b>  of the <b>Electricity</b> Act. Hence applicant may be     enlarged on anticipatory b
195463119,HC,Gujarat High Court,2015-11-03,0,5,True,compounding-152,hc_152,"Premjibhai Govindbhai Panjri & 2 vs State Of Gujarat & on 3 November, 2015","question   is   whether   the   offence           should be <b>compounded</b> or not.  <b>Section</b> <b>152</b>  of the           <b>Electricity</b> Act, 2003 provides for <b>compounding</b> of      "
185431810,HC,Calcutta High Court (Appellete Side),2008-09-26,0,6,True,compounding-152,hc_152,"Amit Bikram Dasgupta vs The State Of West Bengal & Anr on 26 September, 2008","appended to  <b>Section</b> <b>152</b>  of the <b>Electricity</b>  Act, 2003.             4.      Admittedly, the alleged offence punishable under  <b>Section</b> 39  of the  Indian <b>Electricity</b>"
